,0,1,2,3,4
0,0.013103338452384285,0.007533620628047425,0.003138750122478169,6.865013549211596e-08,0.0038759203870763668
1,0.005499615945141931,0.008615424926681688,0.006428732120135297,0.0038551202657820223,0.007014172033781525
2,0.0026094460736312245,0.01300364959058872,0.003613736588084306,0.0032069587569590954,0.008968615896561437
3,0.0092437294457623,0.007910028761906806,0.0033069602394960504,0.0028296472904151436,0.00663070791669534
4,0.0015210143966695683,0.011368479187482811,0.005784246645526765,0.012565911183602759,0.004084290212794205
5,0.0077319841844675306,0.006505939720993231,0.00630141765682695,0.0017302849042188468,0.008033017879057651
6,0.023946999192923077,8.691161174785988e-09,0.0008047694995353161,4.0554216105044766e-05,0.0006428787425883471
7,0.00866224443800455,0.007746093680995023,0.002226542551439019,0.003329469743305006,0.00836127456981352
8,0.00162967477697737,0.00805115276101865,0.002084368978942503,0.0019821056321813295,0.01826889152371625
9,0.008572677491479537,0.004856716776248431,0.004389065139621964,0.0060204627853771946,0.007868686574374301
10,0.0072221761910363814,0.008159724210131704,0.003653673252072668,4.3602894229223134e-05,0.010437731074856653
11,0.013236706543849742,0.004061808584476425,0.0059060932654509376,0.007769550492013617,3.768698619211732e-27
12,0.015021089191759186,8.256422594183356e-19,0.00816299705880997,0.007397054139148279,0.0003151093350423489
13,0.013130155870638859,0.0050949902522948514,0.006075077442283433,0.0058637159634349345,6.495856773369231e-29
14,0.013123824296736225,0.011466703454626276,0.0023087970407686437,0.00014719463334911804,8.023929422026215e-17
15,0.01080271563549277,0.010943027000056489,0.001933328977678164,0.0013553060780904119,0.0032630909987370793
16,0.021033925750521872,0.002228366069759285,0.0007905296840544514,0.003074327062289345,7.036266674740397e-29
17,0.006569325880231664,0.0074713533583523626,0.006558550745204974,0.008273914388916023,0.0038970887852035076
18,0.00673872526195429,0.004616619684027445,0.008953784345313038,0.0027261154783369923,0.00818656132637462
19,0.003991010321143014,0.007481859036391916,0.003994723469711879,0.009921355588591828,0.008783198419980091
20,0.006651189804506721,0.017372289932647198,0.0021295173324174265,0.0031295157654884073,1.0252772057384564e-10
21,0.016272444222146017,0.0019586543530120877,1.9647053941216806e-37,0.0002207309797158882,0.009058529000471523
22,0.004670733343366247,0.00921950376012966,0.007113874749910067,1.0672082625961122e-05,0.00912333970087865
23,0.007668513760563878,0.0011916137688440577,0.006095038329732143,0.023661959984878068,0.00031367250892480483
24,0.009093980587945385,0.004893541344545144,0.008374402729465375,0.005944549124903707,0.0031798564066313566
25,0.016688587763088507,0.0071507186784994054,0.0010476130120771446,0.0026142998619508957,1.507347083327869e-29
26,0.009006221812357251,0.005950417360714552,0.008300670034953665,0.0008551828002888041,0.005345731690261893
27,0.015465986775618678,0.004745319602759832,0.0004517682793811797,1.966675050490861e-11,0.006725007951000776
28,0.01316461688044036,0.0057090095256298115,0.004974377035612021,0.003442760769980124,0.001898021515435575
29,0.01827341998236177,0.0025242438960073016,0.004639725284831665,7.21549967305634e-10,0.0013631678505695648
30,0.0033090280877046472,0.00766844632919638,0.0028950343258704555,0.001066778016197564,0.01631024034131706
31,0.012101237662495486,0.0022624425405098837,0.003400443153801091,0.004844496323090379,0.008159309913890335
32,0.010174241994568636,0.005266220664411927,0.013106618127667021,7.883577666040095e-16,0.0002805947430817251
33,0.008224361929661044,0.011778206043640462,0.0007566624914611143,0.004425003015556647,0.005075575376423905
34,0.011905071259780265,0.004749386495631166,0.004000109128648733,2.233533720032604e-06,0.007955310239154174
35,0.0057508493686603815,0.005264783466909291,0.013051669913302377,7.587068573467599e-17,0.00621209665352916
36,0.011140238289425699,1.8075410081109934e-16,0.015598441377822013,0.004099582160977341,2.731989395154403e-11
37,0.002521952123162862,0.01906451550610917,1.2902160066076767e-44,2.976353869253745e-07,0.007643368161538561
38,0.02017663740513707,5.580471123250085e-20,0.005421184998264462,5.579281646627063e-09,0.0009993477261559958
39,0.008565339454719089,0.013163256207437078,0.002715012267718346,0.0010854888037234002,0.003070755490723628
40,0.011016721371468374,0.006481600605428076,0.0012498315562896813,7.417334723088391e-14,0.009767540321809669
41,0.01344699510356191,0.0002998201234387392,0.014800152745520219,1.3186421541712048e-09,9.388436085650091e-20
42,0.00021268496484083238,0.016930395487638195,0.006236169963863797,0.008492091326754604,0.0013975238913688161
43,0.01005011307440585,0.008770926245303219,0.005108912161927478,0.0020966072606173054,0.003105171461696483
44,0.00344864354121797,0.004191173213377508,0.01271182835387447,0.013574149485381949,0.002281442578325468
45,0.005668870768715296,0.002156785720723806,0.0023911677648866493,0.0217861012646024,0.007047249692671006
46,0.003815159925117423,0.009038452108700483,0.0010526834525448675,0.009671304300077805,0.010331115491668028
47,0.004988899363841162,0.0017569135951103917,2.642882393289436e-31,0.000990521443050573,0.02409466277831879
48,0.017218492790576558,1.728369682107645e-24,0.010234634646214463,9.035002354012472e-09,2.190896291107539e-15
49,0.00230539615268955,0.013941377416709477,0.0026313102199078636,1.85576052155208e-12,0.011461046901487849
50,3.480521318061002e-43,0.0050734999710607236,0.0052408805961734325,3.8270252859226595e-06,0.022029934096519963
51,0.0033310680883459126,0.00862689580654522,0.0018937970558414903,3.0714775453047915e-19,0.016367250960456818
52,0.024837436777614026,4.465309614367989e-19,0.00024286865144604775,2.0502927540099267e-07,1.1152683543809878e-26
53,0.011773278685985534,6.98172057487368e-06,0.002015293129186982,0.016522508552221715,0.004929260061430385
54,0.025064849797893574,1.2217568613003283e-43,6.397035384944845e-41,3.7452079795071767e-16,6.658813647650294e-17
55,0.006281857483450326,0.01160735836413899,0.010238565311253457,6.199428129735658e-12,0.0010552532981828698
56,0.0003660015940891122,0.02414396517298308,0.001907033701452751,7.873126587724427e-10,0.00269065452247356
57,0.015509666977035735,0.0018921894436343368,0.00562200214438796,0.0074811175403295205,7.652000350416339e-29
58,0.01594057610617805,3.503606382000435e-11,0.0013470288103236505,0.007331616948217806,0.006112905785848117
59,0.011381870504454994,0.0037368426160746364,8.496871159971154e-23,0.015542319700284836,0.0038299187917864015
60,0.004200435939886228,0.016636804951387533,0.0006166365226147079,1.597642549604826e-20,0.007759584560334972
61,0.006192817850553154,0.0063905693035916835,0.00572885580592858,0.005431856733304945,0.008525264679305835
62,0.01103132975947891,0.007159997027380721,0.0037119705008971915,0.005157453528251158,0.0031767937496450563
63,0.01244516318668686,9.51872331055767e-29,0.016457595595498763,1.4617127842701082e-10,3.01114645204398e-06
64,0.013602053576115727,0.0027175164255826326,0.0018662879271342313,0.014952444134770577,0.0006380247410194722
65,0.015398274155149232,0.004158892544771643,0.004536552082126699,1.719888454168679e-26,0.0033021783033380333
66,0.003835991324175735,0.007981067090370783,0.005986524520660042,1.1342294586329247e-07,0.012852117128929252
67,0.00886004121581235,0.004839579523487236,0.007949175580942169,0.008689653588138032,0.00227007771066414
68,0.0233886243531657,0.00037005293163055417,0.0017666295866168571,5.586702469628914e-17,4.3286949373113937e-69
69,0.0007935800858404382,0.005996315768650245,0.0015904947278081241,0.006505586926840154,0.01978638782048961
70,0.004953369655539864,0.02231553069577869,0.0007067432762948304,3.76681316325303e-15,1.8004486280631805e-28
71,0.002781024072797053,0.006292390217795451,1.5220162408531536e-37,0.005296885625322141,0.01922842045949335
72,0.02106267136647283,1.3449104840315602e-09,0.0031722967677219774,8.859613064110855e-07,0.002102352332150856
73,0.006737690320430978,0.009602090880043795,0.0012254873079735836,3.6625870508989783e-17,0.011927330143761503
74,0.012141777492405565,1.8481285712582372e-13,0.008278300058356006,0.007414365100029973,0.003997542573278856
75,0.007892379282446111,0.009132849814813262,0.008755920478125885,9.013599173434828e-08,0.0027294700935038348
76,0.004643666113128635,4.5702861505503085e-07,1.8543608159132575e-29,0.025031131365766436,0.011178302218894445
77,0.01186819310642945,1.640395496685504e-07,1.600514386877516e-88,3.135913359376233e-35,0.017378490640508188
78,0.0084915295597983,0.008126323970610578,0.004654012098943926,0.01228143809045675,9.88415107611253e-28
79,0.010664543722314061,0.008539437623873592,6.297072844206003e-95,7.929436516689507e-07,0.00926408905207792
80,0.024498087069773442,1.3519122742070326e-15,0.0007386380843217137,6.2954451570206856e-15,2.656499071720969e-82
81,0.013669303089916405,1.0106014506184019e-29,0.014862035594246054,2.6350574171258527e-16,5.7239578692277524e-09
